// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 1.11s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 2.21s and exited with 0
// ***** Done, took 00:00:03 (3.42 sec)   *****
// Found 24 benchmarks:
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLOCG(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 168300.00 ns, 168.3000 us/op
WorkloadActual   3: 1 op, 5502900.00 ns, 5.5029 ms/op
WorkloadActual   4: 1 op, 5446300.00 ns, 5.4463 ms/op
WorkloadActual   5: 1 op, 4567400.00 ns, 4.5674 ms/op
WorkloadActual   6: 1 op, 4137300.00 ns, 4.1373 ms/op
WorkloadActual   7: 1 op, 4165100.00 ns, 4.1651 ms/op
WorkloadActual   8: 1 op, 3988700.00 ns, 3.9887 ms/op
WorkloadActual   9: 1 op, 3806500.00 ns, 3.8065 ms/op
WorkloadActual  10: 1 op, 3828700.00 ns, 3.8287 ms/op
WorkloadActual  11: 1 op, 4278600.00 ns, 4.2786 ms/op
WorkloadActual  12: 1 op, 3862100.00 ns, 3.8621 ms/op
WorkloadActual  13: 1 op, 3846400.00 ns, 3.8464 ms/op
WorkloadActual  14: 1 op, 4050000.00 ns, 4.0500 ms/op
WorkloadActual  15: 1 op, 3933000.00 ns, 3.9330 ms/op
WorkloadActual  16: 1 op, 3868500.00 ns, 3.8685 ms/op
WorkloadActual  17: 1 op, 3850300.00 ns, 3.8503 ms/op
WorkloadActual  18: 1 op, 4160300.00 ns, 4.1603 ms/op
WorkloadActual  19: 1 op, 3858000.00 ns, 3.8580 ms/op
WorkloadActual  20: 1 op, 3823900.00 ns, 3.8239 ms/op
WorkloadActual  21: 1 op, 3853900.00 ns, 3.8539 ms/op
WorkloadActual  22: 1 op, 3855600.00 ns, 3.8556 ms/op
WorkloadActual  23: 1 op, 3861600.00 ns, 3.8616 ms/op
WorkloadActual  24: 1 op, 3830000.00 ns, 3.8300 ms/op
WorkloadActual  25: 1 op, 4036600.00 ns, 4.0366 ms/op
WorkloadActual  26: 1 op, 3811700.00 ns, 3.8117 ms/op
WorkloadActual  27: 1 op, 3817900.00 ns, 3.8179 ms/op
WorkloadActual  28: 1 op, 4085100.00 ns, 4.0851 ms/op
WorkloadActual  29: 1 op, 3771800.00 ns, 3.7718 ms/op
WorkloadActual  30: 1 op, 3871700.00 ns, 3.8717 ms/op
WorkloadActual  31: 1 op, 3909700.00 ns, 3.9097 ms/op
WorkloadActual  32: 1 op, 3878800.00 ns, 3.8788 ms/op
WorkloadActual  33: 1 op, 3814300.00 ns, 3.8143 ms/op
WorkloadActual  34: 1 op, 3915300.00 ns, 3.9153 ms/op
WorkloadActual  35: 1 op, 3856400.00 ns, 3.8564 ms/op
WorkloadActual  36: 1 op, 3898100.00 ns, 3.8981 ms/op
WorkloadActual  37: 1 op, 3783900.00 ns, 3.7839 ms/op
WorkloadActual  38: 1 op, 3940200.00 ns, 3.9402 ms/op
WorkloadActual  39: 1 op, 3913900.00 ns, 3.9139 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 4137100.00 ns, 4.1371 ms/op
WorkloadResult   2: 1 op, 4164900.00 ns, 4.1649 ms/op
WorkloadResult   3: 1 op, 3988500.00 ns, 3.9885 ms/op
WorkloadResult   4: 1 op, 3806300.00 ns, 3.8063 ms/op
WorkloadResult   5: 1 op, 3828500.00 ns, 3.8285 ms/op
WorkloadResult   6: 1 op, 4278400.00 ns, 4.2784 ms/op
WorkloadResult   7: 1 op, 3861900.00 ns, 3.8619 ms/op
WorkloadResult   8: 1 op, 3846200.00 ns, 3.8462 ms/op
WorkloadResult   9: 1 op, 4049800.00 ns, 4.0498 ms/op
WorkloadResult  10: 1 op, 3932800.00 ns, 3.9328 ms/op
WorkloadResult  11: 1 op, 3868300.00 ns, 3.8683 ms/op
WorkloadResult  12: 1 op, 3850100.00 ns, 3.8501 ms/op
WorkloadResult  13: 1 op, 4160100.00 ns, 4.1601 ms/op
WorkloadResult  14: 1 op, 3857800.00 ns, 3.8578 ms/op
WorkloadResult  15: 1 op, 3823700.00 ns, 3.8237 ms/op
WorkloadResult  16: 1 op, 3853700.00 ns, 3.8537 ms/op
WorkloadResult  17: 1 op, 3855400.00 ns, 3.8554 ms/op
WorkloadResult  18: 1 op, 3861400.00 ns, 3.8614 ms/op
WorkloadResult  19: 1 op, 3829800.00 ns, 3.8298 ms/op
WorkloadResult  20: 1 op, 4036400.00 ns, 4.0364 ms/op
WorkloadResult  21: 1 op, 3811500.00 ns, 3.8115 ms/op
WorkloadResult  22: 1 op, 3817700.00 ns, 3.8177 ms/op
WorkloadResult  23: 1 op, 4084900.00 ns, 4.0849 ms/op
WorkloadResult  24: 1 op, 3771600.00 ns, 3.7716 ms/op
WorkloadResult  25: 1 op, 3871500.00 ns, 3.8715 ms/op
WorkloadResult  26: 1 op, 3909500.00 ns, 3.9095 ms/op
WorkloadResult  27: 1 op, 3878600.00 ns, 3.8786 ms/op
WorkloadResult  28: 1 op, 3814100.00 ns, 3.8141 ms/op
WorkloadResult  29: 1 op, 3915100.00 ns, 3.9151 ms/op
WorkloadResult  30: 1 op, 3856200.00 ns, 3.8562 ms/op
WorkloadResult  31: 1 op, 3897900.00 ns, 3.8979 ms/op
WorkloadResult  32: 1 op, 3783700.00 ns, 3.7837 ms/op
WorkloadResult  33: 1 op, 3940000.00 ns, 3.9400 ms/op
WorkloadResult  34: 1 op, 3913700.00 ns, 3.9137 ms/op

// AfterAll
// Benchmark Process 28668 has exited with code 0.

Mean = 3.916 ms, StdErr = 0.021 ms (0.54%), N = 34, StdDev = 0.124 ms
Min = 3.772 ms, Q1 = 3.834 ms, Median = 3.865 ms, Q3 = 3.938 ms, Max = 4.278 ms
IQR = 0.104 ms, LowerFence = 3.677 ms, UpperFence = 4.095 ms
ConfidenceInterval = [3.839 ms; 3.993 ms] (CI 99.9%), Margin = 0.077 ms (1.96% of Mean)
Skewness = 1.28, Kurtosis = 3.68, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Remove(N: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 14 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-HTDWSC(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 182800.00 ns, 182.8000 us/op
WorkloadJitting  1: 1 op, 1228500.00 ns, 1.2285 ms/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 779600.00 ns, 779.6000 us/op
WorkloadWarmup   2: 1 op, 697200.00 ns, 697.2000 us/op
WorkloadWarmup   3: 1 op, 656400.00 ns, 656.4000 us/op
WorkloadWarmup   4: 1 op, 650900.00 ns, 650.9000 us/op
WorkloadWarmup   5: 1 op, 649400.00 ns, 649.4000 us/op
WorkloadWarmup   6: 1 op, 651700.00 ns, 651.7000 us/op
WorkloadWarmup   7: 1 op, 648100.00 ns, 648.1000 us/op
WorkloadWarmup   8: 1 op, 679300.00 ns, 679.3000 us/op
WorkloadWarmup   9: 1 op, 654700.00 ns, 654.7000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 651700.00 ns, 651.7000 us/op
WorkloadActual   2: 1 op, 655700.00 ns, 655.7000 us/op
WorkloadActual   3: 1 op, 653100.00 ns, 653.1000 us/op
WorkloadActual   4: 1 op, 650600.00 ns, 650.6000 us/op
WorkloadActual   5: 1 op, 677800.00 ns, 677.8000 us/op
WorkloadActual   6: 1 op, 653200.00 ns, 653.2000 us/op
WorkloadActual   7: 1 op, 653400.00 ns, 653.4000 us/op
WorkloadActual   8: 1 op, 654600.00 ns, 654.6000 us/op
WorkloadActual   9: 1 op, 662100.00 ns, 662.1000 us/op
WorkloadActual  10: 1 op, 654200.00 ns, 654.2000 us/op
WorkloadActual  11: 1 op, 941100.00 ns, 941.1000 us/op
WorkloadActual  12: 1 op, 654700.00 ns, 654.7000 us/op
WorkloadActual  13: 1 op, 660500.00 ns, 660.5000 us/op
WorkloadActual  14: 1 op, 657500.00 ns, 657.5000 us/op
WorkloadActual  15: 1 op, 649300.00 ns, 649.3000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 651600.00 ns, 651.6000 us/op
WorkloadResult   2: 1 op, 655600.00 ns, 655.6000 us/op
WorkloadResult   3: 1 op, 653000.00 ns, 653.0000 us/op
WorkloadResult   4: 1 op, 650500.00 ns, 650.5000 us/op
WorkloadResult   5: 1 op, 653100.00 ns, 653.1000 us/op
WorkloadResult   6: 1 op, 653300.00 ns, 653.3000 us/op
WorkloadResult   7: 1 op, 654500.00 ns, 654.5000 us/op
WorkloadResult   8: 1 op, 662000.00 ns, 662.0000 us/op
WorkloadResult   9: 1 op, 654100.00 ns, 654.1000 us/op
WorkloadResult  10: 1 op, 654600.00 ns, 654.6000 us/op
WorkloadResult  11: 1 op, 660400.00 ns, 660.4000 us/op
WorkloadResult  12: 1 op, 657400.00 ns, 657.4000 us/op
WorkloadResult  13: 1 op, 649200.00 ns, 649.2000 us/op

// AfterAll
// Benchmark Process 24112 has exited with code 0.

Mean = 654.562 μs, StdErr = 1.009 μs (0.15%), N = 13, StdDev = 3.639 μs
Min = 649.200 μs, Q1 = 653.000 μs, Median = 654.100 μs, Q3 = 655.600 μs, Max = 662.000 μs
IQR = 2.600 μs, LowerFence = 649.100 μs, UpperFence = 659.500 μs
ConfidenceInterval = [650.203 μs; 658.920 μs] (CI 99.9%), Margin = 4.358 μs (0.67% of Mean)
Skewness = 0.6, Kurtosis = 2.4, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.TryGet(N: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 15 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-HRROAP(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 262800.00 ns, 262.8000 us/op
WorkloadJitting  1: 1 op, 1216100.00 ns, 1.2161 ms/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 589000.00 ns, 589.0000 us/op
WorkloadWarmup   2: 1 op, 578300.00 ns, 578.3000 us/op
WorkloadWarmup   3: 1 op, 591100.00 ns, 591.1000 us/op
WorkloadWarmup   4: 1 op, 583900.00 ns, 583.9000 us/op
WorkloadWarmup   5: 1 op, 617000.00 ns, 617.0000 us/op
WorkloadWarmup   6: 1 op, 573800.00 ns, 573.8000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 564100.00 ns, 564.1000 us/op
WorkloadActual   2: 1 op, 577700.00 ns, 577.7000 us/op
WorkloadActual   3: 1 op, 582300.00 ns, 582.3000 us/op
WorkloadActual   4: 1 op, 574600.00 ns, 574.6000 us/op
WorkloadActual   5: 1 op, 593000.00 ns, 593.0000 us/op
WorkloadActual   6: 1 op, 590300.00 ns, 590.3000 us/op
WorkloadActual   7: 1 op, 568900.00 ns, 568.9000 us/op
WorkloadActual   8: 1 op, 619400.00 ns, 619.4000 us/op
WorkloadActual   9: 1 op, 406800.00 ns, 406.8000 us/op
WorkloadActual  10: 1 op, 378500.00 ns, 378.5000 us/op
WorkloadActual  11: 1 op, 382900.00 ns, 382.9000 us/op
WorkloadActual  12: 1 op, 382800.00 ns, 382.8000 us/op
WorkloadActual  13: 1 op, 393200.00 ns, 393.2000 us/op
WorkloadActual  14: 1 op, 381000.00 ns, 381.0000 us/op
WorkloadActual  15: 1 op, 392700.00 ns, 392.7000 us/op
WorkloadActual  16: 1 op, 380300.00 ns, 380.3000 us/op
WorkloadActual  17: 1 op, 382300.00 ns, 382.3000 us/op
WorkloadActual  18: 1 op, 384000.00 ns, 384.0000 us/op
WorkloadActual  19: 1 op, 382200.00 ns, 382.2000 us/op
WorkloadActual  20: 1 op, 393500.00 ns, 393.5000 us/op
WorkloadActual  21: 1 op, 382300.00 ns, 382.3000 us/op
WorkloadActual  22: 1 op, 385200.00 ns, 385.2000 us/op
WorkloadActual  23: 1 op, 381000.00 ns, 381.0000 us/op
WorkloadActual  24: 1 op, 384100.00 ns, 384.1000 us/op
WorkloadActual  25: 1 op, 386800.00 ns, 386.8000 us/op
WorkloadActual  26: 1 op, 378000.00 ns, 378.0000 us/op
WorkloadActual  27: 1 op, 380000.00 ns, 380.0000 us/op
WorkloadActual  28: 1 op, 380600.00 ns, 380.6000 us/op
WorkloadActual  29: 1 op, 382200.00 ns, 382.2000 us/op
WorkloadActual  30: 1 op, 381300.00 ns, 381.3000 us/op
WorkloadActual  31: 1 op, 406900.00 ns, 406.9000 us/op
WorkloadActual  32: 1 op, 383300.00 ns, 383.3000 us/op
WorkloadActual  33: 1 op, 384000.00 ns, 384.0000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 406600.00 ns, 406.6000 us/op
WorkloadResult   2: 1 op, 378300.00 ns, 378.3000 us/op
WorkloadResult   3: 1 op, 382700.00 ns, 382.7000 us/op
WorkloadResult   4: 1 op, 382600.00 ns, 382.6000 us/op
WorkloadResult   5: 1 op, 393000.00 ns, 393.0000 us/op
WorkloadResult   6: 1 op, 380800.00 ns, 380.8000 us/op
WorkloadResult   7: 1 op, 392500.00 ns, 392.5000 us/op
WorkloadResult   8: 1 op, 380100.00 ns, 380.1000 us/op
WorkloadResult   9: 1 op, 382100.00 ns, 382.1000 us/op
WorkloadResult  10: 1 op, 383800.00 ns, 383.8000 us/op
WorkloadResult  11: 1 op, 382000.00 ns, 382.0000 us/op
WorkloadResult  12: 1 op, 393300.00 ns, 393.3000 us/op
WorkloadResult  13: 1 op, 382100.00 ns, 382.1000 us/op
WorkloadResult  14: 1 op, 385000.00 ns, 385.0000 us/op
WorkloadResult  15: 1 op, 380800.00 ns, 380.8000 us/op
WorkloadResult  16: 1 op, 383900.00 ns, 383.9000 us/op
WorkloadResult  17: 1 op, 386600.00 ns, 386.6000 us/op
WorkloadResult  18: 1 op, 377800.00 ns, 377.8000 us/op
WorkloadResult  19: 1 op, 379800.00 ns, 379.8000 us/op
WorkloadResult  20: 1 op, 380400.00 ns, 380.4000 us/op
WorkloadResult  21: 1 op, 382000.00 ns, 382.0000 us/op
WorkloadResult  22: 1 op, 381100.00 ns, 381.1000 us/op
WorkloadResult  23: 1 op, 406700.00 ns, 406.7000 us/op
WorkloadResult  24: 1 op, 383100.00 ns, 383.1000 us/op
WorkloadResult  25: 1 op, 383800.00 ns, 383.8000 us/op

// AfterAll
// Benchmark Process 36440 has exited with code 0.

Mean = 385.236 μs, StdErr = 1.528 μs (0.40%), N = 25, StdDev = 7.640 μs
Min = 377.800 μs, Q1 = 380.800 μs, Median = 382.600 μs, Q3 = 385.000 μs, Max = 406.700 μs
IQR = 4.200 μs, LowerFence = 374.500 μs, UpperFence = 391.300 μs
ConfidenceInterval = [379.513 μs; 390.959 μs] (CI 99.9%), Margin = 5.723 μs (1.49% of Mean)
Skewness = 1.74, Kurtosis = 5.17, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 100000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 16 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-BALTXT(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 174600.00 ns, 174.6000 us/op
WorkloadJitting  1: 1 op, 29314200.00 ns, 29.3142 ms/op

OverheadWarmup   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   4: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op

OverheadActual   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   2: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   4: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   7: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   8: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual   9: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  10: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  11: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  12: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  13: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  14: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  15: 1 op, 1000.00 ns, 1.0000 us/op
OverheadActual  16: 1 op, 1200.00 ns, 1.2000 us/op
OverheadActual  17: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  18: 1 op, 900.00 ns, 900.0000 ns/op
OverheadActual  19: 1 op, 600.00 ns, 600.0000 ns/op
OverheadActual  20: 1 op, 600.00 ns, 600.0000 ns/op

WorkloadWarmup   1: 1 op, 31241600.00 ns, 31.2416 ms/op
WorkloadWarmup   2: 1 op, 31183500.00 ns, 31.1835 ms/op
WorkloadWarmup   3: 1 op, 22574800.00 ns, 22.5748 ms/op
WorkloadWarmup   4: 1 op, 21478000.00 ns, 21.4780 ms/op
WorkloadWarmup   5: 1 op, 21618300.00 ns, 21.6183 ms/op
WorkloadWarmup   6: 1 op, 21078000.00 ns, 21.0780 ms/op
WorkloadWarmup   7: 1 op, 21277700.00 ns, 21.2777 ms/op
WorkloadWarmup   8: 1 op, 21093200.00 ns, 21.0932 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 22102900.00 ns, 22.1029 ms/op
WorkloadActual   2: 1 op, 22108200.00 ns, 22.1082 ms/op
WorkloadActual   3: 1 op, 22173400.00 ns, 22.1734 ms/op
WorkloadActual   4: 1 op, 21924200.00 ns, 21.9242 ms/op
WorkloadActual   5: 1 op, 21579000.00 ns, 21.5790 ms/op
WorkloadActual   6: 1 op, 20811400.00 ns, 20.8114 ms/op
WorkloadActual   7: 1 op, 22873700.00 ns, 22.8737 ms/op
WorkloadActual   8: 1 op, 22795200.00 ns, 22.7952 ms/op
WorkloadActual   9: 1 op, 21094400.00 ns, 21.0944 ms/op
WorkloadActual  10: 1 op, 23141000.00 ns, 23.1410 ms/op
WorkloadActual  11: 1 op, 23075200.00 ns, 23.0752 ms/op
WorkloadActual  12: 1 op, 20970700.00 ns, 20.9707 ms/op
WorkloadActual  13: 1 op, 21092400.00 ns, 21.0924 ms/op
WorkloadActual  14: 1 op, 21411700.00 ns, 21.4117 ms/op
WorkloadActual  15: 1 op, 21133200.00 ns, 21.1332 ms/op
WorkloadActual  16: 1 op, 21516900.00 ns, 21.5169 ms/op
WorkloadActual  17: 1 op, 21406700.00 ns, 21.4067 ms/op
WorkloadActual  18: 1 op, 20204000.00 ns, 20.2040 ms/op
WorkloadActual  19: 1 op, 22313800.00 ns, 22.3138 ms/op
WorkloadActual  20: 1 op, 22089000.00 ns, 22.0890 ms/op
